customer_id,city,state,region,signup_date,segment
CUST-00082,Phoenix,AZ,West,2023-05-11,Corporate
CUST-00083,Philadelphia,PA,East,2024-06-04,Consumer
CUST-00084,Houston,TX,Central,2024-02-19,Consumer
CUST-00085,Houston,TX,Central,2022-04-21,Corporate
CUST-00086,New York,NY,East,2024-05-18,Home Office
CUST-00087,Houston,TX,Central,2022-02-04,Consumer
CUST-00088,Houston,TX,Central,2022-05-01,Consumer
CUST-00089,Houston,TX,Central,2023-03-30,Consumer
CUST-00090,Houston,TX,Central,2021-03-03,Consumer
CUST-00091,Phoenix,AZ,West,2021-01-10,Consumer
CUST-00092,Los Angeles,CA,West,2024-03-04,Home Office
CUST-00093,Houston,TX,Central,2024-02-09,Consumer
CUST-00094,Los Angeles,CA,West,2023-02-24,Consumer
CUST-00095,Columbus,OH,East,2021-11-07,Consumer
CUST-00096,San Diego,CA,West,2024-09-13,Corporate
CUST-00097,San Jose,CA,West,2022-03-12,Consumer
CUST-00098,Charlotte,NC,East,2024-03-22,Corporate
CUST-00099,Chicago,IL,Central,2022-01-02,Consumer
CUST-00100,Houston,TX,Central,2024-12-25,Home Office
CUST-00101,New York,NY,East,2023-10-02,Consumer
CUST-00102,Jacksonville,FL,East,2021-12-03,Consumer
CUST-00103,New York,NY,East,2021-11-26,Consumer
CUST-00104,Charlotte,NC,East,2024-10-14,Corporate
CUST-00105,Philadelphia,PA,East,2024-04-22,Corporate
CUST-00106,Chicago,IL,Central,2022-05-23,Corporate
CUST-00107,New York,NY,East,2021-03-28,Consumer
CUST-00108,New York,NY,East,2024-08-12,Corporate
CUST-00109,Chicago,IL,Central,2022-02-02,Consumer
CUST-00110,,TX,Central,2023-09-30,Corporate
CUST-00111,San Antonio,TX,Central,2022-05-02,Consumer
CUST-00112,New York,NY,East,2022-12-28,Consumer
CUST-00113,San Diego,CA,West,2023-04-08,Corporate
CUST-00114,Philadelphia,PA,East,2024-07-27,Consumer
CUST-00115,Houston,TX,Central,2023-04-26,Consumer
CUST-00116,Los Angeles,CA,West,2021-11-10,Consumer
CUST-00117,New York,NY,East,2023-01-28,Consumer
CUST-00118,San Jose,CA,West,2024-05-13,Consumer
CUST-00119,Los Angeles,CA,West,2023-07-31,Consumer
CUST-00120,Seattle,WA,West,2023-11-09,Corporate
CUST-00121,Indianapolis,IN,East,2022-05-22,Home Office
CUST-00122,Los Angeles,CA,West,2022-05-17,Consumer
CUST-00123,New York,NY,East,2024-02-03,Consumer
CUST-00124,Houston,TX,Central,2022-11-17,Consumer
CUST-00125,Houston,TX,Central,2024-05-26,Corporate
CUST-00126,Denver,CO,West,2021-10-03,Consumer
CUST-00127,Chicago,IL,Central,2022-06-28,Home Office
CUST-00128,San Antonio,TX,Central,2021-12-21,Consumer
CUST-00129,San Francisco,CA,West,2024-12-05,Consumer
CUST-00130,New York,NY,East,2022-05-04,Consumer
CUST-00131,Phoenix,AZ,West,2021-11-30,Home Office
CUST-00132,Houston,TX,Central,2024-11-14,Consumer
CUST-00133,Indianapolis,IN,East,2023-04-15,Corporate
CUST-00134,Houston,TX,Central,2021-10-18,Home Office
CUST-00135,,CA,West,2023-01-24,Consumer
CUST-00136,New York,NY,East,2023-01-17,Consumer
CUST-00137,Denver,CO,West,2024-09-07,Corporate
CUST-00138,Denver,CO,West,2023-09-19,Corporate
CUST-00139,New York,NY,East,2023-03-04,Corporate
CUST-00140,Indianapolis,IN,East,2023-11-08,Consumer
CUST-00141,Los Angeles,CA,West,2023-05-21,Consumer
CUST-00142,Austin,TX,Central,2021-09-16,Consumer
CUST-00143,Los Angeles,CA,West,2021-01-24,Consumer
CUST-00144,Houston,TX,Central,2023-06-28,Consumer
CUST-00145,Los Angeles,CA,West,2023-08-13,Corporate
CUST-00146,Denver,CO,West,2022-11-29,Consumer
CUST-00147,Los Angeles,CA,West,2021-06-14,Home Office
CUST-00148,Philadelphia,PA,East,2022-09-15,Consumer
CUST-00149,Los Angeles,CA,West,2024-07-03,Consumer
CUST-00150,New York,NY,East,2022-03-19,Corporate
CUST-00151,New York,NY,East,2024-07-05,Consumer
CUST-00152,Los Angeles,CA,West,2023-10-26,Corporate
CUST-00153,Phoenix,AZ,West,2021-11-05,Consumer
CUST-00154,Columbus,OH,East,2021-03-15,Consumer
CUST-00155,Philadelphia,PA,East,2024-06-07,Home Office
CUST-00156,Philadelphia,PA,East,2022-10-02,Corporate
CUST-00157,New York,NY,East,2021-08-17,Consumer
CUST-00158,New York,NY,East,2023-10-28,Consumer
CUST-00159,Houston,TX,Central,2023-08-10,Corporate
CUST-00160,Jacksonville,FL,East,2023-06-18,Consumer
CUST-00161,Charlotte,NC,East,2023-06-20,Consumer
CUST-00162,San Francisco,CA,West,2022-09-30,Corporate
CUST-00163,New York,NY,East,2021-12-24,Consumer
CUST-00164,Columbus,OH,East,2021-03-26,Consumer
CUST-00165,Chicago,IL,Central,2024-02-24,Corporate
CUST-00166,Philadelphia,PA,East,2022-11-12,Consumer
CUST-00167,Los Angeles,CA,West,2024-11-23,Corporate
CUST-00168,New York,NY,East,2021-08-23,Consumer
CUST-00169,Chicago,IL,Central,2021-12-20,Home Office
CUST-00170,New York,NY,East,2023-06-20,Consumer
CUST-00171,New York,NY,East,2024-07-26,Consumer
CUST-00172,Phoenix,AZ,West,2023-09-01,Consumer
CUST-00173,Phoenix,AZ,West,2022-05-21,Home Office
CUST-00174,New York,NY,East,2022-09-07,Consumer
CUST-00175,Los Angeles,CA,West,2024-03-29,Consumer
CUST-00176,Houston,TX,Central,2021-08-11,Consumer
CUST-00177,Los Angeles,CA,West,2021-01-22,Consumer
CUST-00178,Dallas,TX,Central,2022-11-30,Consumer
CUST-00179,Indianapolis,IN,East,2022-07-21,Consumer
CUST-00180,San Jose,CA,West,2022-08-09,Home Office
CUST-00181,New York,NY,East,2024-09-26,Consumer
CUST-00182,Austin,TX,Central,2021-05-19,Consumer
CUST-00183,San Antonio,TX,Central,2021-03-29,Corporate
CUST-00184,Chicago,IL,Central,2021-11-18,Consumer
CUST-00185,San Francisco,CA,West,2023-02-28,Home Office
CUST-00186,San Jose,CA,West,2023-12-21,Consumer
CUST-00187,Philadelphia,PA,East,2022-03-20,Consumer
CUST-00188,Chicago,IL,Central,2022-12-18,Consumer
CUST-00189,Los Angeles,CA,West,2023-02-11,Consumer
CUST-00190,Dallas,TX,Central,2024-10-24,Corporate
CUST-00191,New York,NY,East,2023-02-26,Consumer
CUST-00192,Houston,TX,Central,2021-03-05,Consumer
CUST-00193,San Francisco,CA,West,2024-09-09,Consumer
CUST-00194,Houston,TX,Central,2024-07-03,Consumer
CUST-00195,New York,NY,East,2021-05-02,Consumer
CUST-00196,Dallas,TX,Central,2021-07-29,Consumer
CUST-00197,Los Angeles,CA,West,2021-05-11,Consumer
CUST-00198,Denver,CO,West,2024-01-26,Corporate
CUST-00199,Los Angeles,CA,West,2021-06-13,Consumer
CUST-00200,Phoenix,AZ,West,2024-04-05,Consumer
CUST-00201,Philadelphia,PA,East,2024-10-08,Consumer
CUST-00202,Dallas,TX,Central,2024-08-23,Home Office
CUST-00203,Phoenix,AZ,West,2022-08-03,Consumer
CUST-00204,Houston,TX,Central,2021-04-10,Consumer
CUST-00205,Charlotte,NC,East,2023-12-02,Home Office
CUST-00206,Phoenix,AZ,West,2023-03-20,Consumer
CUST-00207,Philadelphia,PA,East,2024-05-19,Corporate
CUST-00208,New York,NY,East,2023-09-13,Consumer
CUST-00209,Phoenix,AZ,West,2024-07-30,Consumer
CUST-00210,San Diego,CA,West,2024-11-05,Home Office
CUST-00211,Los Angeles,CA,West,2024-09-23,Corporate
CUST-00212,Chicago,IL,Central,2021-07-03,Consumer
CUST-00213,Phoenix,AZ,West,2024-06-20,Consumer
CUST-00214,San Francisco,CA,West,2022-07-19,Consumer
CUST-00215,Jacksonville,FL,East,2021-03-09,Consumer
CUST-00216,Houston,TX,Central,2023-09-17,Consumer
CUST-00217,Chicago,IL,Central,2024-04-17,Consumer
CUST-00218,Austin,TX,Central,2022-08-10,Consumer
CUST-00219,Dallas,TX,Central,2021-04-26,Consumer
CUST-00220,New York,NY,East,2023-02-26,Corporate
CUST-00221,Philadelphia,PA,East,2021-01-06,Consumer
CUST-00222,San Diego,CA,West,2022-08-04,Consumer
CUST-00223,Columbus,OH,East,2023-08-05,Consumer
CUST-00224,Los Angeles,CA,West,2024-06-01,Consumer
CUST-00225,San Antonio,TX,Central,2024-04-11,Consumer
CUST-00226,Los Angeles,CA,West,2023-11-11,Consumer
CUST-00227,San Antonio,TX,Central,2022-05-21,Corporate
CUST-00228,Chicago,IL,Central,2021-02-14,Consumer
CUST-00229,Denver,CO,West,2024-07-02,Corporate
CUST-00230,New York,NY,East,2022-07-30,Consumer
CUST-00231,San Jose,CA,West,2024-06-14,Consumer
CUST-00232,San Francisco,CA,West,2023-10-23,Consumer
CUST-00233,Phoenix,AZ,West,2024-05-05,Corporate
CUST-00234,Los Angeles,CA,West,2023-04-28,Consumer
CUST-00235,New York,NY,East,2024-07-21,Consumer
CUST-00236,Houston,TX,Central,2024-02-06,Consumer
CUST-00237,New York,NY,East,2022-06-18,Consumer
CUST-00238,Chicago,IL,Central,2023-02-28,Consumer
CUST-00239,New York,NY,East,2023-05-18,Corporate
CUST-00240,New York,NY,East,2022-10-07,Consumer
CUST-00241,Houston,TX,Central,2023-07-24,Consumer
CUST-00242,Denver,CO,West,2021-11-13,Consumer
CUST-00243,San Jose,CA,West,2023-02-23,Home Office
CUST-00244,Chicago,IL,Central,2021-05-20,Consumer
CUST-00245,Dallas,TX,Central,2023-02-20,Consumer
CUST-00246,San Jose,CA,West,2021-01-25,Corporate
CUST-00247,Denver,CO,West,2024-07-24,Consumer
CUST-00248,Los Angeles,CA,West,2023-06-18,Corporate
CUST-00249,Houston,TX,Central,2024-01-01,Home Office
CUST-00250,Houston,TX,Central,2023-05-16,Corporate
CUST-00251,Philadelphia,PA,East,2022-07-17,Consumer
CUST-00252,Philadelphia,PA,East,2024-04-26,Corporate
CUST-00253,Philadelphia,PA,East,2022-09-14,Consumer
CUST-00254,San Francisco,CA,West,2024-03-17,Consumer
CUST-00255,Chicago,IL,Central,2021-12-24,Consumer
CUST-00256,Philadelphia,PA,East,2023-11-20,Consumer
CUST-00257,Los Angeles,CA,West,2023-02-14,Consumer
CUST-00258,New York,NY,East,2021-05-03,Consumer
CUST-00259,New York,NY,East,2022-01-03,Consumer
CUST-00260,Chicago,IL,Central,2021-09-23,Corporate
CUST-00261,New York,NY,East,2022-02-05,Consumer
CUST-00262,Chicago,IL,Central,2023-05-27,Consumer
CUST-00263,Houston,TX,Central,2022-02-07,Consumer
CUST-00264,New York,NY,East,2024-06-11,Consumer
CUST-00265,New York,NY,East,2024-07-18,Consumer
CUST-00266,New York,NY,East,2021-11-03,Consumer
CUST-00267,Columbus,OH,East,2024-07-13,Consumer
CUST-00268,San Diego,CA,West,2021-10-28,Home Office
CUST-00269,San Diego,CA,West,2023-04-16,Corporate
CUST-00270,Houston,TX,Central,2023-11-28,Corporate
CUST-00271,New York,NY,East,2022-08-07,Consumer
CUST-00272,Seattle,WA,West,2022-01-10,Consumer
CUST-00273,Los Angeles,CA,West,2021-01-17,Consumer
CUST-00274,Los Angeles,CA,West,2022-10-04,Consumer
CUST-00275,Indianapolis,IN,East,2024-04-17,Consumer
CUST-00276,Philadelphia,PA,East,2021-02-19,Consumer
CUST-00277,Austin,TX,Central,2023-04-05,Consumer
CUST-00278,Austin,TX,Central,2022-01-12,Consumer
CUST-00279,Seattle,WA,West,2022-11-06,Consumer
CUST-00280,New York,NY,East,2023-01-31,Corporate
CUST-00281,Houston,TX,Central,2022-09-17,Consumer
CUST-00282,Los Angeles,CA,West,2023-11-12,Consumer
CUST-00283,Jacksonville,FL,East,2021-05-01,Home Office
CUST-00284,San Antonio,TX,Central,2021-02-06,Consumer
CUST-00285,Seattle,WA,West,2022-04-13,Corporate
CUST-00286,Los Angeles,CA,West,2024-05-31,Consumer
CUST-00287,Chicago,IL,Central,2021-05-17,Consumer
CUST-00288,Los Angeles,CA,West,2023-01-01,Consumer
CUST-00289,New York,NY,East,2021-03-20,Consumer
CUST-00290,San Francisco,CA,West,2023-09-30,Consumer
CUST-00291,Los Angeles,CA,West,2024-05-09,Consumer
CUST-00292,San Diego,CA,West,2023-06-11,Consumer
CUST-00293,Dallas,TX,Central,2021-04-15,Consumer
CUST-00294,Los Angeles,CA,West,2024-02-12,Consumer
CUST-00295,San Jose,CA,West,2023-04-27,Consumer
CUST-00296,Houston,TX,Central,2021-04-04,Consumer
CUST-00297,,PA,East,2023-11-11,Corporate
CUST-00298,New York,NY,East,2024-08-26,Consumer
CUST-00299,New York,NY,East,2022-05-10,Consumer
CUST-00300,New York,NY,East,2021-06-16,Consumer
CUST-00301,San Antonio,TX,Central,2022-12-30,Corporate
CUST-00302,Los Angeles,CA,West,2023-01-14,Consumer
CUST-00303,Columbus,OH,East,2024-08-20,Consumer
CUST-00304,Los Angeles,CA,West,2021-02-19,Consumer
CUST-00305,Chicago,IL,Central,2022-05-22,Consumer
CUST-00306,Los Angeles,CA,West,2022-10-16,Corporate
CUST-00307,Los Angeles,CA,West,2021-05-13,Consumer
CUST-00308,Houston,TX,Central,2023-07-07,Consumer
CUST-00309,Philadelphia,PA,East,2024-03-16,Consumer
CUST-00310,San Antonio,TX,Central,2021-03-07,Consumer
CUST-00311,Houston,TX,Central,2023-06-08,Consumer
CUST-00312,San Francisco,CA,West,2022-12-24,Consumer
CUST-00313,Denver,CO,West,2024-07-16,Consumer
CUST-00314,New York,NY,East,2021-12-25,Consumer
CUST-00315,Los Angeles,CA,West,2023-10-05,Corporate
CUST-00316,Austin,TX,Central,2024-09-24,Corporate
CUST-00317,Indianapolis,IN,East,2022-09-10,Corporate
CUST-00318,Dallas,TX,Central,2024-07-31,Consumer
CUST-00319,New York,NY,East,2024-01-31,Consumer
CUST-00320,San Diego,CA,West,2023-12-26,Corporate
CUST-00321,,NC,East,2024-04-10,Corporate
CUST-00322,New York,NY,East,2021-01-01,Corporate
CUST-00323,New York,NY,East,2021-03-21,Corporate
CUST-00324,Philadelphia,PA,East,2022-10-13,Home Office
CUST-00325,San Diego,CA,West,2021-10-28,Home Office
CUST-00326,San Diego,CA,West,2021-04-18,Consumer
CUST-00327,San Diego,CA,West,2024-05-29,Consumer
CUST-00328,Chicago,IL,Central,2021-11-16,Consumer
CUST-00329,New York,NY,East,2022-07-25,Home Office
CUST-00330,Chicago,IL,Central,2023-08-23,Consumer
CUST-00331,Jacksonville,FL,East,2021-01-25,Consumer
CUST-00332,Denver,CO,West,2024-12-16,Consumer
CUST-00333,Chicago,IL,Central,2023-11-16,Consumer
CUST-00334,Los Angeles,CA,West,2023-05-21,Consumer
CUST-00335,Dallas,TX,Central,2021-05-12,Consumer
CUST-00336,Denver,CO,West,2023-09-10,Consumer
CUST-00337,Los Angeles,CA,West,2024-02-17,Consumer
CUST-00338,Phoenix,AZ,West,2022-03-09,Corporate
CUST-00339,San Antonio,TX,Central,2023-12-27,Corporate
CUST-00340,Dallas,TX,Central,2023-10-30,Consumer
CUST-00341,Phoenix,AZ,West,2024-01-14,Consumer
CUST-00342,New York,NY,East,2021-06-16,Consumer
CUST-00343,Phoenix,AZ,West,2023-07-30,Consumer
CUST-00344,Los Angeles,CA,West,2024-07-31,Consumer
CUST-00345,Dallas,TX,Central,2023-12-23,Consumer
CUST-00346,New York,NY,East,2023-12-04,Consumer
CUST-00347,Charlotte,NC,East,2022-12-12,Consumer
CUST-00348,Los Angeles,CA,West,2024-11-03,Corporate
CUST-00349,San Antonio,TX,Central,2024-01-06,Consumer
CUST-00350,Chicago,IL,Central,2024-12-07,Consumer
CUST-00351,Columbus,OH,East,2021-07-05,Consumer
CUST-00352,Los Angeles,CA,West,2023-08-09,Corporate
CUST-00353,San Antonio,TX,Central,2024-08-20,Consumer
CUST-00354,Los Angeles,CA,West,2022-07-13,Corporate
CUST-00355,San Antonio,TX,Central,2021-01-31,Consumer
CUST-00356,Austin,TX,Central,2021-09-27,Corporate
CUST-00357,Jacksonville,FL,East,2022-04-26,Consumer
CUST-00358,New York,NY,East,2021-07-30,Consumer
CUST-00359,San Antonio,TX,Central,2023-06-16,Consumer
CUST-00360,Houston,TX,Central,2022-08-10,Consumer
CUST-00361,Houston,TX,Central,2024-02-16,Corporate
CUST-00362,Austin,TX,Central,2021-09-21,Consumer
CUST-00363,Philadelphia,PA,East,2022-06-16,Consumer
CUST-00364,New York,NY,East,2022-10-31,Consumer
CUST-00365,Los Angeles,CA,West,2021-03-09,Corporate
CUST-00366,Los Angeles,CA,West,2024-12-23,Consumer
CUST-00367,New York,NY,East,2021-08-03,Consumer
CUST-00368,Philadelphia,PA,East,2024-10-01,Consumer
CUST-00369,Chicago,IL,Central,2023-04-24,Home Office
CUST-00370,Houston,TX,Central,2023-11-14,Consumer
CUST-00371,Dallas,TX,Central,2023-04-04,Consumer
CUST-00372,Charlotte,NC,East,2023-09-16,Consumer
CUST-00373,Houston,TX,Central,2023-08-19,Corporate
CUST-00374,Charlotte,NC,East,2023-09-06,Consumer
CUST-00375,Chicago,IL,Central,2023-05-24,Consumer
CUST-00376,Philadelphia,PA,East,2022-08-12,Consumer
CUST-00377,Los Angeles,CA,West,2023-12-22,Consumer
CUST-00378,New York,NY,East,2021-12-15,Consumer
CUST-00379,Los Angeles,CA,West,2022-09-13,Consumer
CUST-00380,Phoenix,AZ,West,2021-10-17,Consumer
CUST-00381,Los Angeles,CA,West,2023-08-07,Consumer
CUST-00382,Chicago,IL,Central,2021-09-21,Consumer
CUST-00383,Jacksonville,FL,East,2021-12-31,Consumer
CUST-00384,Houston,TX,Central,2023-10-21,Consumer
CUST-00385,,FL,East,2024-01-23,Consumer
CUST-00386,San Antonio,TX,Central,2021-08-17,Consumer
CUST-00387,Los Angeles,CA,West,2022-10-28,Corporate
CUST-00388,Los Angeles,CA,West,2023-05-15,Home Office
CUST-00389,San Jose,CA,West,2023-07-12,Corporate
CUST-00390,Phoenix,AZ,West,2024-12-01,Consumer
CUST-00391,Los Angeles,CA,West,2024-08-28,Consumer
CUST-00392,Chicago,IL,Central,2022-03-16,Consumer
CUST-00393,New York,NY,East,2021-07-16,Consumer
CUST-00394,Columbus,OH,East,2024-10-09,Corporate
CUST-00395,Columbus,OH,East,2023-06-24,Consumer
CUST-00396,Philadelphia,PA,East,2024-12-14,Home Office
CUST-00397,New York,NY,East,2024-05-27,Corporate
CUST-00398,Denver,CO,West,2022-06-07,Home Office
CUST-00399,Houston,TX,Central,2022-08-28,Consumer
CUST-00400,Austin,TX,Central,2022-08-03,Consumer
CUST-00401,Seattle,WA,West,2021-07-19,Consumer
CUST-00402,New York,NY,East,2021-09-23,Consumer
CUST-00403,Dallas,TX,Central,2024-05-13,Consumer
CUST-00404,San Jose,CA,West,2024-05-05,Consumer
CUST-00405,Houston,TX,Central,2022-07-17,Consumer
CUST-00406,Houston,TX,Central,2022-10-01,Consumer
CUST-00407,Los Angeles,CA,West,2022-02-27,Consumer
CUST-00408,New York,NY,East,2023-08-28,Consumer
CUST-00409,Chicago,IL,Central,2024-05-18,Consumer
CUST-00410,Philadelphia,PA,East,2022-09-11,Consumer
CUST-00411,Dallas,TX,Central,2022-02-25,Consumer
CUST-00412,San Diego,CA,West,2024-07-08,Consumer
CUST-00413,New York,NY,East,2023-01-22,Consumer
CUST-00414,Charlotte,NC,East,2023-03-18,Consumer
CUST-00415,New York,NY,East,2024-09-16,Home Office
CUST-00416,Los Angeles,CA,West,2023-08-18,Consumer
CUST-00417,New York,NY,East,2024-04-20,Corporate
CUST-00418,Charlotte,NC,East,2022-04-08,Consumer
CUST-00419,New York,NY,East,2023-12-14,Consumer
CUST-00420,Jacksonville,FL,East,2022-09-20,Consumer
CUST-00421,Los Angeles,CA,West,2022-11-13,Consumer
CUST-00422,New York,NY,East,2021-07-29,Consumer
CUST-00423,Dallas,TX,Central,2023-03-18,Consumer
CUST-00424,Los Angeles,CA,West,2023-10-24,Consumer
CUST-00425,Los Angeles,CA,West,2022-07-12,Consumer
CUST-00426,Chicago,IL,Central,2024-09-26,Consumer
CUST-00427,New York,NY,East,2021-06-02,Consumer
CUST-00428,Houston,TX,Central,2023-10-15,Home Office
CUST-00429,Jacksonville,FL,East,2023-10-28,Corporate
CUST-00430,Denver,CO,West,2021-04-19,Consumer
CUST-00431,New York,NY,East,2022-01-28,Consumer
CUST-00432,Phoenix,AZ,West,2022-06-23,Corporate
CUST-00433,Philadelphia,PA,East,2022-04-12,Consumer
CUST-00434,Seattle,WA,West,2021-09-26,Consumer
CUST-00435,Houston,TX,Central,2022-08-19,Consumer
CUST-00436,Seattle,WA,West,2023-10-11,Consumer
CUST-00437,Los Angeles,CA,West,2022-10-06,Consumer
CUST-00438,Seattle,WA,West,2022-10-24,Corporate
CUST-00439,New York,NY,East,2024-07-12,Consumer
CUST-00440,Columbus,OH,East,2024-12-02,Consumer
CUST-00441,Chicago,IL,Central,2024-04-09,Corporate
CUST-00442,Chicago,IL,Central,2024-09-08,Consumer
CUST-00443,Chicago,IL,Central,2023-11-13,Consumer
CUST-00444,Jacksonville,FL,East,2022-11-19,Consumer
CUST-00445,San Antonio,TX,Central,2021-01-30,Corporate
CUST-00446,New York,NY,East,2022-04-14,Consumer
CUST-00447,Dallas,TX,Central,2021-12-14,Consumer
CUST-00448,Austin,TX,Central,2021-07-10,Consumer
CUST-00449,San Diego,CA,West,2021-10-20,Consumer
CUST-00450,New York,NY,East,2024-07-09,Consumer
CUST-00451,Jacksonville,FL,East,2023-08-23,Consumer
CUST-00452,San Antonio,TX,Central,2021-10-24,Consumer
CUST-00453,Houston,TX,Central,2023-11-30,Consumer
CUST-00454,Los Angeles,CA,West,2022-11-23,Consumer
CUST-00455,Indianapolis,IN,East,2022-10-29,Corporate
CUST-00456,,NY,East,2021-04-07,Consumer
CUST-00457,Los Angeles,CA,West,2022-05-20,Consumer
CUST-00458,Los Angeles,CA,West,2024-03-28,Consumer
CUST-00459,Los Angeles,CA,West,2022-09-05,Consumer
CUST-00460,Houston,TX,Central,2024-06-02,Consumer
CUST-00461,San Francisco,CA,West,2022-08-26,Consumer
CUST-00462,,AZ,West,2021-03-02,Consumer
CUST-00463,San Jose,CA,West,2023-09-23,Consumer
CUST-00464,Phoenix,AZ,West,2023-10-22,Consumer
CUST-00465,New York,NY,East,2023-12-17,Corporate
CUST-00466,New York,NY,East,2022-02-10,Consumer
CUST-00467,Chicago,IL,Central,2022-07-22,Corporate
CUST-00468,San Diego,CA,West,2022-02-27,Consumer
CUST-00469,Dallas,TX,Central,2024-04-24,Consumer
CUST-00470,Phoenix,AZ,West,2024-09-05,Consumer
CUST-00471,Indianapolis,IN,East,2024-08-22,Consumer
CUST-00472,San Jose,CA,West,2023-11-03,Consumer
CUST-00473,Jacksonville,FL,East,2023-03-18,Consumer
CUST-00474,Los Angeles,CA,West,2022-08-04,Corporate
